sentence1	sentence2	label
"there is no denying that there are words which we feel instinctively to be adequate to express the ideas they stand for . """	""" is there really much more logic in the opposite extreme which denies any kind of sound symbolism ( apart from the small class of evident echoisms and ' onomatopoeia ' ) and sees in our words only a collection of accidental and irrational associations of sound and meaning ? ..."	antithesis
jespersen was an important figure in the international language movement .	he was an early supporter of the esperanto offshoot ido and in 1927 published his own project novial .	evidence
while in the u.s. ,	late in his life he published analytic syntax ( 1937 ) , in which he presents his views on syntactic structure using an idiosyncratic shorthand notation .	no_relation
"there is no denying that there are words which we feel instinctively to be adequate to express the ideas they stand for . """	but not forgetting his language studies .	no_relation
"when he responded to the altar call at his church """	"to accept christ as my saviour . """	purpose
in 1937 , nida undertook studies at the university of southern california , where he obtained a master 's degree in new testament greek in 1939 .	in that same year he became interim pastor of calvary church of santa ana , california following the resignation of its founding pastor .	elaboration
nida retired in the early 1980s ,	although he continued to give lectures in universities all around the world , and lived in alpine , arizona , usa ; madrid , spain and brussels , belgium .	concession
his textbook morphology : the descriptive analysis of words was one of the major works of american structuralism .	it remained the only thorough introduction to the field for decades and is still valuable for its many examples and exercises .	elaboration
his most notable contribution to translation theory is dynamic equivalence , also known as functional equivalence .	"for more information , see "" dynamic and formal equivalence . """	elaboration
nida also developed the componential analysis technique , which split words into their components	to help determine equivalence in translation	purpose
though it is the most well-known .	this is , perhaps , not the best example of the technique ,	concession
nida 's dynamic-equivalence theory is often held in opposition to the views of philologists who maintain that an understanding of the source text ( st ) can be achieved by assessing the inter-animation of words on the page , and that meaning is self-contained within the text	( i.e. much more focused on achieving semantic equivalence ) .	elaboration
"this theory , along with other theories of correspondence in translating , are elaborated in his essay principles of correspondence , where nida begins by asserting that given that "" no two languages are identical , either in the meanings given to corresponding symbols or in the ways in which symbols are arranged in phrases and sentences ,"	it stands to reason that there can be no absolute correspondence between languages .	restatement
