sentence	label
um oh well the other thing i guess that i will say is that uh the digits that we're going to record momentarily is starting to get are starting to get into a pretty good size collection.	Floor Holder
subtracting more meaning	Declarative-Question
oh i'm not sure the one that i saw on the web when i came back.	Other Answers
she could make it out probably.	Affirmative Non-yes Answers
so that if if you have two people sitting next to each other they can actually go into the same box.	Defending/Explanation
don and i were just noticing.	Topic Change
um that arguably you're	Expansions of y/n Answers
yeah that's what i was thinking.	Acknowledge-answer
and they're usually grouped into either two three or four four digits at a time.	Statement
so you need to have some sort of	Statement
so uh you want to talk maybe a two or three minutes about what we've been talking about today and other days?	Floor Holder
i i don't know what exactly would go into it.	Other Answers
we just wanted to have a few noise production compensation techniques.	Defending/Explanation
well back twenty years ago when i did this voiced unvoiced stuff we were getting more like ninety seven or ninety eight percent correct in voicing.	Statement
because you already did did didn't you already do that experiment?	Rising Tone
yeah apparently it's had some problems.	Accept
that's that's all i was wondering about.	Downplayer
now later on the same tour sometimes on the next tour?	Declarative-Question
each partition.	Collaborative Completion
and then that has it the associated results.	Statement
i don't think i've made that explicit.	Defending/Explanation
what's the best way of phrasing the question?	Wh-Question
to make it more accurate.	Expansions of y/n Answers
you don't know that they're not participating in the same conversation at all.	Expansions of y/n Answers
it was it was more complicated.	Statement
on the other hand when you subtract more and when you add more noise you get rid of this musical noise.	Statement
and then try to figure out where they're speaking based on the other	Understanding Check
what's the plan if were we still going to be like a center for transcribing data?	Rising Tone
so if you could get at some of that uh	Offer
because doesn't even figure into the equation.	Defending/Explanation
i didn't mean listen to everything.	Negative Non-no Answers
phoneme phoneme phoneme transcriptions.	Collaborative Completion
do you do this too?	Rising Tone
as we as we have over there.	Expansions of y/n Answers
well sarah has one.	Negative Non-no Answers
computer.	Humorous Material
so there are clearly are spectral effects.	Statement
i didn't ask why.	Statement
just say silence.	Expansions of y/n Answers
the fastest currently available machine.	Expansions of y/n Answers
i think it's a great idea.	Assessment/Appreciation
right sure okay.	Accept
and you neglect all the silence regions or you just use everything that's twelve seconds?	Declarative-Question
but we have it it's it's pretty	Assessment/Appreciation
right but uh in general i don't think we want them transcribing the background.	Acknowledge-answer
but still uh what happens is is that uh the digit error rate on this is around one percent.	Defending/Explanation
out of what?	Wh-Question
but i think that spectral subtraction is rarely is is not going to work really well for for non stationary noise.	Statement
no commas.	Dispreferred Answers
and those two together.	Collaborative Completion
okay well let's see.	Acknowledge-answer
uh well the people who had very low latency want it to be low uh very very narrow uh latency bound.	Hold Before Answer/Agreement
and now then you've subtracted it off.	Statement
because the l d a doesn't have any delay.	Defending/Explanation
yeah sort of	Interrupted/Abandoned/Uninterpretable
yeah well i was not thinking this	Floor Grabber
and then i have one more thing i need to find.	Floor Holder
in fact if you get if you go into uh a uh harmonics related thing it's definitely going to be different than what they're doing.	Rising Tone
well i don't think jane's saying they're going to transcribe it.	Negative Non-no Answers
not having to fuss with adding these units at this time.	Expansions of y/n Answers
no no it's uh i think it's it's totally complicated for	Reject
the problem with engineers is beep.	Humorous Material
so if we did another forty hours of recordings then we could get another couple hours of this.	Understanding Check
i mean if it's a clarifying type like well do you mean when they're partway through it in a utterance	Statement
um i think this	Hold Before Answer/Agreement
there's interest up there?	Declarative-Question
and even bigger things.	Collaborative Completion
sort of off topic i guess.	Statement
first on speechdat-car.	Expansions of y/n Answers
so that people who've been involved in the meeting can go back later.	Statement
no but it's the weighting of the of the improvement.	Reject
well see there are	Statement
one for the low frequency bands.	Expansions of y/n Answers
because you can assume that the speech recognition um uh pronunciation models will handle a certain amount of reductions of these types.	Defending/Explanation
