sentence	label
i think probably the big major change is the role of women.	Statement-opinion
well, what do you do?	Wh-Question
uh-huh. huh.	Acknowledge (Backchannel)
do you need to go?	Yes-No-Question
virginia, i imagine, gets real humid, doesn't it?	Yes-No-Question
flex .	Uninterpretable
like if i,	Uninterpretable
who was your trumpet teacher?	Wh-Question
you  must have come to washington at least once.	Declarative Yes-No-Question
but we take walks through the woods twice a day.	Statement-non-opinion
and good afternoon to you.	Conventional-opening
i hear you there,	Appreciation
and your name was?	Declarative Wh-Question
but then, what's the interest?	Wh-Question
oh, that was funny, wasn't it	Yes-No-Question
and turn on,	Uninterpretable
like consumer,	Uninterpretable
why don't you go ahead first and tell what kind of car you'd look for in your next.	Action-directive
and you can't make up in a classroom of one hour a day,  what's  not been done for,  fifteen or  sixteen years at home,	Statement-opinion
but the other day i got one about fishing	Statement-non-opinion
do you have the standardized testing now?	Yes-No-Question
so why don't you explain to me some good tips about what you've done, which you've found useful and workable.	Action-directive
well, what about the idea that one is only guilty, uh, when proven guilty beyond a reasonable doubt?	Open-Question
but, uh, but, no,	Uninterpretable
then my father got us some tickets,	Statement-non-opinion
yes, i agree with,	Agree/Accept
so, we, we go over seas for four years	Statement-non-opinion
do you get, do you work at home all the time	Yes-No-Question
it could be.	Maybe/Accept-part
i don't, yeah, i, i don't think it can happen either.	Agree/Accept
they each have their own rooms,	Quotation
well, sometimes it's rewarding,	Dispreferred Answers
word processing.	Summarize/Reformulate
and how do you feel about murders of law officers or fire people or something that are,  because they have had them, they have had them killed when they have,	Open-Question
jay, where do you live in texas?	Wh-Question
what is his name	Self-talk
whatever you like, huh?	Summarize/Reformulate
one thing i,	Uninterpretable
it's in provo actually.	Dispreferred Answers
we're burning fuel oil and a few other things,	Statement-non-opinion
that, that maybe true.	Acknowledge (Backchannel)
well i'm not sure they're,	Uninterpretable
i mean i just don't, uh, oh,	Uninterpretable
well, that whole a,	Uninterpretable
well, actually, i don't think they're out of line.	Negative Non-no Answers
so now you have the chance to really create and, and spread out.	Summarize/Reformulate
uh, other than that, uh, i don't know,	Statement-non-opinion
oh, wow	Appreciation
where in north carolina?	Wh-Question
i wasn't even looking for a car when i bought this car.	Statement-non-opinion
it like,	Uninterpretable
oh, where you from?	Wh-Question
you know, i'm i'm going, gee, this can't, you know,	Statement-non-opinion
or was there another?	Or-Clause
i'd, i'd have to say i haven't either.	Agree/Accept
and my facilities ,	Uninterpretable
well i'm sure,	Agree/Accept
do you know if virginia has it?	Yes-No-Question
but, uh, i, i, well, i, i accepted christ as my lord and savior,	Statement-non-opinion
i'm jay in dallas.	Conventional-opening
said, you know,	Uninterpretable
oh, so you were pretty close.	Declarative Yes-No-Question
and i've been watching, uh,	Uninterpretable
i, i think that's, that can happen	Agree/Accept
but knew that, uh,	Uninterpretable
it's probably true.	Agree/Accept
i thought that was cute, too.	Agree/Accept
i, yeah, i started, too, and, uh kind of, kind of worked away from that.	Affirmative Non-yes Answers
to person in  bye,	3rd-party-talk
well, let me ask you about this.	Offers, Options Commits
they grow up with that as their way of life	Statement-non-opinion
i'll have to check that out,	Offers, Options Commits
cause i've been, uh,	Uninterpretable
were they far away,	Yes-No-Question
right. yeah. *slash error should be 'b'	Acknowledge (Backchannel)
is that how it's worded?	Yes-No-Question
uh, why did you choose a private school?	Wh-Question
well, then,	Uninterpretable
i think that's about my favorite.	Statement-non-opinion
did you see that, where he, the guy asked him for proof of who he was,	Yes-No-Question
well you have a good night.	Conventional-closing
did we cover everything we need to?	Conventional-closing
lightning or something knocked it out	Statement-non-opinion
okay, well, thanks,	Conventional-closing
oh, oh dear.	Appreciation
what do you think of that, uh, the greenhouse effect that's going on?	Open-Question
i taught, you know,	Uninterpretable
well, this is true,	Agree/Accept
i, got to, uh,	Uninterpretable
you know, it makes,	Uninterpretable
i get it.	Agree/Accept
oh, well ...	Uninterpretable
are you, do you like the heat in the summer then when it gets up in the nineties and hundreds.	Yes-No-Question
i don't want to vote,	Quotation
i, i don't think they do.	Agree/Accept
oh, i see, huh.	Response Acknowledgement
um, and, uh, i don't know.	Hedge
and cheap,	Repeat-phrase
incredible,	Appreciation
the whole thing?	Yes-No-Question
so whenever i think of family reunions,	Uninterpretable
because i guess, uh,	Uninterpretable
you have a good time camping,	Conventional-closing
i  believe it was.	Agree/Accept
oh, i agree with you	Agree/Accept
what's, what's her name?	Wh-Question
but it just didn't, it didn't, it didn't cover it?	Yes-No-Question
uh, all three of mine have had leather interiors,	Affirmative Non-yes Answers
and that's where i put my samples because trunks just aren't big enough.	Statement-non-opinion
oh,  yeah,	Agree/Accept
i feel like,	Uninterpretable
each child is individual,  in life  learning and things.	Statement-opinion
uh, i, uh, uh,	Uninterpretable
they were like suggesting, like handcraft things which,	Statement-non-opinion
well, you know, the little boy, the little one was trying to decide if there was a santa claus.	Declarative Yes-No-Question
or well, um, i, i think that in, in, uh,	Uninterpretable
is that what this target is,	Yes-No-Question
so  i mean it's just,	Uninterpretable
well, you have to see them more than that.	Reject
more of a retirement home.	Other Answers
the balance	Uninterpretable
and even though just using is not really,	Hedge
what do you, what do you looking for in, in those?	Wh-Question
you know what i bet you they are?	Backchannel in Question Form
i don't know if you tried	Declarative Yes-No-Question
you see the old, uh, cigarette ads, you know, about you've come a long way.	Declarative Yes-No-Question
but, uh, during the week they often have, a, a limited menu choice but, uh, very reasonable complete dinners for six ninety-nine that  included  the soup or salad entrees and accompaniments and dessert	Statement-non-opinion
oh, i, i definitely agree with you there, because i had, uh, uh, uh, ford t bird before i got my honda,	Agree/Accept
let's example, uh,	Action-directive
or do you think that we're, we're, uh, all trying to keep up with a certain standard of living?	Or-Clause
trying to think what else i like to serve.	Hold Before Answer/Agreement
oh, i got you,	Response Acknowledgement
um, did you have another, a big tent, like uh, um, like a, looks like a sitting area type, you know, like a two room type ?	Yes-No-Question
have you gotten your catalog yet?	Yes-No-Question
um, and it	Uninterpretable
and, uh i don't know	Hedge
and you're done with it.	Statement-non-opinion
oh, i don't even know.	Other Answers
is he a programmer?	Yes-No-Question
i do a matter of fact.	Statement-non-opinion
well, it's been good it's been a good type conversation.	Conventional-closing
well, it does sound very interesting,	Appreciation
well, what do you think if you're in that, you know, if you're concerned about that,	Open-Question
well what about, uh,	Uninterpretable
are there tornadoes in colorado, yes or i don't,	Yes-No-Question
i do, you know,	Uninterpretable
and, uh, they, they're just always,	Uninterpretable
well, have you camped all over the united states?	Yes-No-Question
that's a really pretty area, too.	Appreciation
well, wait a minute,	Hold Before Answer/Agreement
so what are you getting your degree in?	Wh-Question
so, uh, what do you think, that, uh,	Open-Question
oh, you have children	Response Acknowledgement
um yeah	Yes Answers
the quality i think goes down. uh-huh when you have a universal system.	Statement-opinion
so, it really gets, you know,	Uninterpretable
a lot of,	Uninterpretable
do you like mexican?	Yes-No-Question
well, it's just,	Uninterpretable
and go like that so.	Uninterpretable
well, thank you very much miss diane.	Conventional-closing
where, uh, where abouts do you live?	Wh-Question
it's not been a good day	Statement-non-opinion
have you ever, uh, read or subscribe to consumer reports for any length of time?	Yes-No-Question
to be feared	Collaborative Completion
so you had the same one, huh.	Summarize/Reformulate
what kind of puppy you got?	Wh-Question
well, it's, it's been interesting.	Statement-opinion
i  say agree with you a hundred percent there	Agree/Accept
are you reading the papers about the, the middle east summit?	Yes-No-Question
